,var1(t-6),var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),var1(t)
521,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_105500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg
522,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_110000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg
523,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_110500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg
524,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg
525,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_111500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg
526,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg
527,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_112500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg
528,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg
529,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_113500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg
530,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg
531,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_114500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg
532,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg
533,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_115500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg
534,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg
535,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_120500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg
536,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg
537,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_121500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg
538,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg
539,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_122500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg
540,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg
541,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_123500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg
542,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131000_03.jpg
543,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_124500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131500_03.jpg
544,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132000_03.jpg
545,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_125500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132500_03.jpg
546,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_133000_03.jpg
547,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_130500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_131500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_132500_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_133000_03.jpg,E:\deepL\Federal Learning\vertical\img_text_for_predition\img_data\rgb202U_CAM1_20210905_133500_03.jpg
